COUNTRY;SUBBRAND;YEAR;MONTH;SCENARIO;FORECAST;FORECAST_YEAR;AMOUNT
Hungary;Pepsi Max (L3);2023;8;AI_forecast;AI_P04F;2023;4,63495E+15
Hungary;Pepsi Max (L3);2024;8;AI_forecast;AI_P09F;2023;5,67852E+15
Hungary;7up (L3);2024;7;AI_forecast;AI_P11F;2023;0
Netherlands;7up Free (L3);2024;2;AI_forecast;AI_P05F;2023;1,17777E+16
Great Britain;7up Free (L3);2025;4;AI_forecast;AI_P12F;2023;3,39884E+15
Czech;Pepsi Max (L3);2023;12;AI_forecast;AI_P10F;2023;3,84513E+15
Spain;7up Free (L3);2024;2;AI_forecast;AI_P04F;2023;6,09885E+15
Spain;Lipton (L3);2023;4;AI_forecast;AI_P03F;2023;1,14536E+16
Netherlands;Pepsi Max (L3);2023;9;AI_forecast;AI_P05F;2023;7,64577E+15
Spain;7up Free (L3);2024;2;AI_forecast;AI_PF;2023;6,39182E+15
Spain;7up Free (L3);2024;8;AI_forecast;AI_P08F;2023;1,00018E+16
Denmark;7up (L3);2024;12;AI_forecast;AI_P10F;2023;0
Denmark;7up (L3);2024;10;AI_forecast;AI_P08F;2023;0
Denmark;7up Free (L3);2024;2;AI_forecast;AI_P08F;2023;1,95106E+15
Great Britain;Pepsi Max (L3);2024;10;AI_forecast;AI_P05F;2023;9,09449E+15
Czech;Lipton (L3);2023;11;AI_forecast;AI_P06F;2023;2470101148806450,00
Hungary;Pepsi Regular (L3);2023;10;AI_forecast;AI_P02F;2023;1,1626E+16
Hungary;7up (L3);2023;10;AI_forecast;AI_P08F;2023;2,09446E+16
Netherlands;Lipton (L3);2024;5;AI_forecast;AI_P06F;2023;1,77194E+15
Hungary;Lipton (L3);2024;7;AI_forecast;AI_P08F;2023;3,99006E+16
Portugal;7up Free (L3);2023;11;AI_forecast;AI_P04F;2023;10342691921960900,00
Denmark;7up Free (L3);2024;12;AI_forecast;AI_P12F;2023;2,44711E+16
Portugal;7up (L3);2023;6;AI_forecast;AI_P03F;2023;4,79738E+16
Czech;Pepsi Max (L3);2025;1;AI_forecast;AI_P10F;2023;3,56849E+16
Great Britain;7up Free (L3);2023;11;AI_forecast;AI_P07F;2023;1343474246984550,00
Czech;7up (L3);2024;1;AI_forecast;AI_P08F;2023;3,79005E+16
Spain;7up Free (L3);2024;10;AI_forecast;AI_P06F;2023;8,17826E+15
Netherlands;Pepsi Max (L3);2023;12;AI_forecast;AI_P06F;2023;9,07964E+15
Portugal;Pepsi Regular (L3);2023;8;AI_forecast;AI_P07F;2023;2,88788E+15
Portugal;Pepsi Regular (L3);2023;11;AI_forecast;AI_PF;2023;13118915204964100,00
Spain;Pepsi Regular (L3);2023;8;AI_forecast;AI_P05F;2023;1,29033E+16
Norway;Pepsi Regular (L3);2024;1;AI_forecast;AI_P12F;2023;2,10162E+15
Great Britain;Lipton (L3);2024;6;AI_forecast;AI_P07F;2023;8,21763E+15
Czech;Mountain Dew (L3);2025;1;AI_forecast;AI_P08F;2023;7,27232E+14
Denmark;Pepsi Max (L3);2023;7;AI_forecast;AI_P06F;2023;2,35786E+16
Great Britain;Mountain Dew (L3);2024;4;AI_forecast;AI_P03F;2023;1,3554E+16
Hungary;7up (L3);2024;2;AI_forecast;AI_P06F;2023;2,01857E+16
Czech;7up (L3);2023;3;AI_forecast;AI_P03F;2023;5,85162E+15
Great Britain;7up (L3);2024;12;AI_forecast;AI_P12F;2023;5,86416E+15
Denmark;7up (L3);2024;3;AI_forecast;AI_P09F;2023;0
Netherlands;Pepsi Regular (L3);2024;10;AI_forecast;AI_P09F;2023;5,64662E+15
Netherlands;Pepsi Max (L3);2024;2;AI_forecast;AI_P12F;2023;7,234E+15
Spain;7up Free (L3);2024;4;AI_forecast;AI_P06F;2023;5,97023E+14
Portugal;7up Free (L3);2024;4;AI_forecast;AI_P08F;2023;1,30218E+16
Hungary;7up Free (L3);2023;5;AI_forecast;AI_P02F;2023;1,68098E+16
Czech;7up (L3);2024;2;AI_forecast;AI_P04F;2023;5,8286E+15
Norway;Mountain Dew (L3);2024;3;AI_forecast;AI_PF;2023;2,62797E+15
Norway;Pepsi Regular (L3);2024;6;AI_forecast;AI_P06F;2023;3,94143E+16
Denmark;Mountain Dew (L3);2023;5;AI_forecast;AI_P05F;2023;2,53495E+16
Norway;7up Free (L3);2024;5;AI_forecast;AI_P03F;2023;5,0516E+15
Great Britain;Pepsi Regular (L3);2024;1;AI_forecast;AI_P09F;2023;1,17982E+15
Great Britain;Lipton (L3);2024;5;AI_forecast;AI_P07F;2023;7,91443E+15
Great Britain;7up Free (L3);2023;11;AI_forecast;AI_P03F;2023;1071003677901300,00
Great Britain;7up Free (L3);2023;11;AI_forecast;AI_P04F;2023;10860394204032300,00
Portugal;Lipton (L3);2023;12;AI_forecast;AI_P07F;2023;8,55116E+15
Denmark;Mountain Dew (L3);2024;5;AI_forecast;AI_P03F;2023;2,31937E+16
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P09F;2023;2,49641E+16
Netherlands;Pepsi Max (L3);2023;6;AI_forecast;AI_P02F;2023;1,12965E+16
Spain;Pepsi Regular (L3);2023;8;AI_forecast;AI_P05F;2023;2,14191E+16
Hungary;Pepsi Max (L3);2023;12;AI_forecast;AI_P09F;2023;6,03884E+14
Czech;Lipton (L3);2024;5;AI_forecast;AI_P05F;2023;3,14731E+16
Netherlands;7up Free (L3);2024;1;AI_forecast;AI_P09F;2023;1,06269E+16
Great Britain;Mountain Dew (L3);2024;4;AI_forecast;AI_P02F;2023;1,44686E+14
Norway;7up (L3);2024;12;AI_forecast;AI_P11F;2023;0
Norway;7up (L3);2023;6;AI_forecast;AI_P02F;2023;1,06745E+16
Netherlands;Mountain Dew (L3);2024;4;AI_forecast;AI_P04F;2023;0
Denmark;Mountain Dew (L3);2024;2;AI_forecast;AI_PF;2023;1,19241E+16
Denmark;Pepsi Max (L3);2025;4;AI_forecast;AI_P11F;2023;3,57243E+16
Great Britain;Lipton (L3);2023;10;AI_forecast;AI_PF;2023;7,03459E+15
Great Britain;Mountain Dew (L3);2024;3;AI_forecast;AI_P04F;2023;1,45756E+16
Great Britain;Mountain Dew (L3);2024;7;AI_forecast;AI_P11F;2023;1,91086E+16
Norway;Lipton (L3);2024;7;actual;null;;-3,17746E+11
Hungary;7up Free (L3);2024;7;actual;null;;9,22024E+13
Hungary;Mountain Dew (L3);2024;4;actual;null;;8,10936E+15
Czech;Pepsi Max (L3);2024;7;actual;null;;4,26673E+14
Denmark;Pepsi Regular (L3);2024;4;actual;null;;3,11093E+16
Czech;Pepsi Regular (L3);2024;4;actual;null;;8,76939E+15
Czech;7up Free (L3);2024;4;actual;null;;3,28148E+15
Italy;7up (L3);2024;4;actual;null;;1,43108E+15
Netherlands;Lipton (L3);2024;7;actual;null;;1,58983E+15
Denmark;Mountain Dew (L3);2024;3;AI_forecast;AI_PF;2023;1,70468E+16
Denmark;Pepsi Max (L3);2024;10;AI_forecast;AI_P09F;2023;2,62932E+16
Denmark;Pepsi Max (L3);2023;12;AI_forecast;AI_P08F;2023;2,58198E+16
Hungary;7up (L3);2024;3;AI_forecast;AI_P06F;2023;3,75689E+15
Great Britain;Mountain Dew (L3);2024;10;AI_forecast;AI_P07F;2023;1,75786E+16
Netherlands;Pepsi Max (L3);2023;12;AI_forecast;AI_P09F;2023;8,69963E+14
Spain;7up Free (L3);2025;4;AI_forecast;AI_P12F;2023;5,49566E+15
Great Britain;7up (L3);2023;2;AI_forecast;AI_P02F;2023;1,30582E+15
Netherlands;Pepsi Regular (L3);2024;4;actual;null;;1,08136E+16
Netherlands;7up Free (L3);2024;7;actual;null;;1,53134E+14
Great Britain;7up Free (L3);2024;7;actual;null;;1,37399E+15
Netherlands;Pepsi Regular (L3);2024;12;AI_forecast;AI_P12F;2023;4,72949E+16
Hungary;7up Free (L3);2023;10;AI_forecast;AI_P09F;2023;1,21964E+16
Great Britain;Pepsi Max (L3);2023;7;AI_forecast;AI_P02F;2023;1,2192E+23
Great Britain;Pepsi Max (L3);2024;3;AI_forecast;AI_P09F;2023;1,12981E+23
Denmark;Pepsi Max (L3);2024;4;AI_forecast;AI_P03F;2023;1,45993E+16
Czech;Lipton (L3);2024;3;AI_forecast;AI_P08F;2023;2,13687E+16
Czech;Mountain Dew (L3);2024;7;AI_forecast;AI_P12F;2023;9,23844E+15
Denmark;Pepsi Max (L3);2024;2;AI_forecast;AI_P11F;2023;2,06114E+16
Spain;Pepsi Max (L3);2023;10;AI_forecast;AI_P05F;2023;8,48357E+15
Netherlands;Pepsi Max (L3);2024;1;AI_forecast;AI_P04F;2023;7,69994E+15
Norway;Pepsi Max (L3);2024;6;AI_forecast;AI_P07F;2023;2,6306E+16
Portugal;7up Free (L3);2024;4;actual;null;;1,21748E+16
Portugal;Lipton (L3);2024;4;actual;null;;7,45943E+15
Denmark;Mountain Dew (L3);2024;7;actual;null;;5,43197E+13
Italy;Pepsi Regular (L3);2024;4;actual;null;;1,91349E+16
Italy;Pepsi Max (L3);2024;7;actual;null;;3,0261E+14
Czech;Pepsi Regular (L3);2024;7;actual;null;;9,35186E+14
Netherlands;Lipton (L3);2024;4;actual;null;;1,24124E+16
Italy;7up (L3);2024;5;AI_forecast;AI_P04F;2023;3,0347E+16
Hungary;Pepsi Max (L3);2023;5;AI_forecast;AI_P03F;2023;5,59484E+15
Norway;7up Free (L3);2024;5;AI_forecast;AI_P10F;2023;4,81283E+16
Italy;Pepsi Max (L3);2024;3;AI_forecast;AI_P03F;2023;1,54008E+15
Great Britain;Lipton (L3);2024;6;AI_forecast;AI_P08F;2023;9,41093E+14
Netherlands;Pepsi Max (L3);2024;11;AI_forecast;AI_P10F;2023;801453638740429,00
Norway;7up (L3);2024;6;AI_forecast;AI_PF;2023;4,54149E+15
Great Britain;7up (L3);2023;5;AI_forecast;AI_P02F;2023;1,20471E+16
Netherlands;Pepsi Max (L3);2024;8;AI_forecast;AI_P08F;2023;1,1486E+16
Spain;7up Free (L3);2023;7;AI_forecast;AI_P02F;2023;8,87759E+14
Hungary;Pepsi Max (L3);2023;10;AI_forecast;AI_P08F;2023;4,03806E+15
Hungary;Pepsi Max (L3);2025;2;AI_forecast;AI_P12F;2023;3,84237E+15
Denmark;Pepsi Max (L3);2024;10;AI_forecast;AI_P08F;2023;1,61778E+15
Great Britain;7up Free (L3);2024;1;AI_forecast;AI_P05F;2023;9,44418E+15
Great Britain;7up (L3);2024;5;AI_forecast;AI_P10F;2023;1,27576E+15
Czech;7up (L3);2024;4;AI_forecast;AI_P10F;2023;5,36407E+16
Portugal;Pepsi Regular (L3);2024;3;AI_forecast;AI_PF;2023;9,29708E+15
Spain;Pepsi Regular (L3);2024;5;AI_forecast;AI_P04F;2023;7,39148E+15
Norway;7up Free (L3);2024;2;AI_forecast;AI_P10F;2023;4,40885E+15
Netherlands;Pepsi Regular (L3);2024;12;AI_forecast;AI_P10F;2023;5,44087E+15
Czech;Lipton (L3);2023;8;AI_forecast;AI_P03F;2023;3,32131E+15
Portugal;7up (L3);2024;2;AI_forecast;AI_P10F;2023;1,78254E+16
Great Britain;7up (L3);2024;4;AI_forecast;AI_P06F;2023;4,18586E+13
Spain;7up Free (L3);2024;2;AI_forecast;AI_P03F;2023;3,34458E+15
Portugal;Pepsi Regular (L3);2024;4;AI_forecast;AI_P04F;2023;1,40338E+16
Netherlands;Lipton (L3);2024;3;AI_forecast;AI_P04F;2023;1,54833E+16
Norway;Pepsi Max (L3);2025;3;AI_forecast;AI_P12F;2023;2,82517E+16
Portugal;7up Free (L3);2023;11;AI_forecast;AI_P05F;2023;10349855744718400,00
Netherlands;Pepsi Regular (L3);2023;12;AI_forecast;AI_P11F;2023;6,06323E+15
Hungary;Pepsi Max (L3);2023;10;AI_forecast;AI_P09F;2023;4,59147E+16
Netherlands;Pepsi Regular (L3);2024;3;AI_forecast;AI_P06F;2023;5,01951E+16
Great Britain;Lipton (L3);2024;6;AI_forecast;AI_P10F;2023;8,73046E+15
Italy;Pepsi Regular (L3);2024;6;AI_forecast;AI_P08F;2023;2,06429E+16
Hungary;7up (L3);2023;6;AI_forecast;AI_PF;2023;7,4358E+15
Portugal;7up (L3);2023;8;AI_forecast;AI_P05F;2023;6,53809E+15
Norway;7up (L3);2024;10;AI_forecast;AI_P11F;2023;0
Czech;Pepsi Regular (L3);2023;8;AI_forecast;AI_P07F;2023;1,10449E+16
Italy;Pepsi Regular (L3);2023;7;AI_forecast;AI_P03F;2023;2,25178E+16
Great Britain;Lipton (L3);2023;11;AI_forecast;AI_P02F;2023;616622154587207,00
Portugal;7up (L3);2024;1;AI_forecast;AI_P07F;2023;2,68107E+15
Hungary;Lipton (L3);2024;4;AI_forecast;AI_P07F;2023;2,51766E+15
Czech;Pepsi Regular (L3);2024;10;AI_forecast;AI_P09F;2023;8,30632E+15
Spain;Pepsi Regular (L3);2024;7;AI_forecast;AI_P08F;2023;1,72979E+15
Great Britain;Pepsi Max (L3);2024;5;AI_forecast;AI_P07F;2023;1,14843E+23
Czech;Lipton (L3);2023;10;AI_forecast;AI_P03F;2023;2,71764E+15
Great Britain;7up (L3);2023;6;AI_forecast;AI_P06F;2023;2,13926E+16
Netherlands;Pepsi Max (L3);2023;6;AI_forecast;AI_PF;2023;9,74468E+15
Norway;Pepsi Max (L3);2024;2;AI_forecast;AI_P07F;2023;1,73829E+16
Portugal;7up Free (L3);2023;4;AI_forecast;AI_P02F;2023;1,01467E+16
Czech;7up (L3);2024;12;AI_forecast;AI_P09F;2023;5,65686E+15
Norway;Lipton (L3);2025;1;AI_forecast;AI_P09F;2023;5,17508E+15
Hungary;7up (L3);2024;4;AI_forecast;AI_P03F;2023;3,70131E+15
Netherlands;7up Free (L3);2023;6;AI_forecast;AI_P05F;2023;1,53791E+16
Norway;Mountain Dew (L3);2024;6;AI_forecast;AI_P08F;2023;1,4033E+16
Netherlands;Lipton (L3);2024;10;AI_forecast;AI_P10F;2023;1,25977E+15
Czech;Pepsi Regular (L3);2024;1;AI_forecast;AI_P12F;2023;7,54982E+14
Netherlands;Lipton (L3);2024;9;AI_forecast;AI_P09F;2023;1,32893E+15
Great Britain;Pepsi Max (L3);2023;11;AI_forecast;AI_P03F;2023;116810865896701000000000,00
Denmark;7up Free (L3);2024;4;AI_forecast;AI_P08F;2023;6,12047E+16
Denmark;Pepsi Max (L3);2025;2;AI_forecast;AI_P12F;2023;2,35281E+15
Spain;Pepsi Max (L3);2023;12;AI_forecast;AI_P03F;2023;8,74054E+15
Spain;7up Free (L3);2024;5;AI_forecast;AI_P08F;2023;9,23632E+15
Netherlands;Pepsi Max (L3);2023;5;AI_forecast;AI_P02F;2023;9,0834E+15
Netherlands;Pepsi Max (L3);2024;1;AI_forecast;AI_PF;2023;7,76805E+15
Norway;Pepsi Max (L3);2023;11;AI_forecast;AI_P09F;2023;2040615313008360,00
Hungary;Lipton (L3);2024;6;AI_forecast;AI_P10F;2023;3,16395E+16
Denmark;Mountain Dew (L3);2024;9;AI_forecast;AI_P07F;2023;4,28152E+15
Portugal;Pepsi Max (L3);2023;11;AI_forecast;AI_P05F;2023;20884981058136200,00
Netherlands;Pepsi Regular (L3);2023;11;AI_forecast;AI_P04F;2023;479858678301538,00
Hungary;7up Free (L3);2023;11;AI_forecast;AI_P07F;2023;27421180252832500,00
Denmark;Pepsi Regular (L3);2024;8;AI_forecast;AI_P12F;2023;3,15331E+16
Great Britain;7up (L3);2024;1;AI_forecast;AI_P06F;2023;0
Norway;Mountain Dew (L3);2023;8;AI_forecast;AI_P03F;2023;6,30627E+15
Netherlands;Pepsi Regular (L3);2024;6;AI_forecast;AI_P02F;2023;4,99389E+15
Spain;7up (L3);2023;12;AI_forecast;AI_P12F;2023;1,10376E+16
Great Britain;Lipton (L3);2024;9;AI_forecast;AI_P12F;2023;7,36504E+15
Hungary;Pepsi Regular (L3);2024;7;AI_forecast;AI_P09F;2023;7,87262E+15
Great Britain;7up Free (L3);2024;4;AI_forecast;AI_P11F;2023;9,63755E+15
Netherlands;7up Free (L3);2024;4;AI_forecast;AI_P05F;2023;1,36994E+16
Great Britain;7up (L3);2023;12;AI_forecast;AI_P12F;2023;2,43855E+16
Norway;7up (L3);2023;9;AI_forecast;AI_P03F;2023;5,03109E+15
Norway;Pepsi Max (L3);2024;4;AI_forecast;AI_P07F;2023;2,4138E+14
Hungary;7up Free (L3);2024;9;AI_forecast;AI_P10F;2023;1,22166E+15
Italy;Pepsi Max (L3);2023;10;AI_forecast;AI_P06F;2023;1,46349E+15
Great Britain;Pepsi Regular (L3);2024;9;AI_forecast;AI_P04F;2023;1,17101E+16
Denmark;Pepsi Max (L3);2024;1;AI_forecast;AI_P12F;2023;2,06418E+15
Great Britain;7up Free (L3);2024;12;AI_forecast;AI_P11F;2023;5,97497E+15
Great Britain;7up (L3);2024;6;AI_forecast;AI_P07F;2023;4,17638E+15
Great Britain;7up (L3);2024;4;AI_forecast;AI_P12F;2023;2,80847E+15
Denmark;Pepsi Regular (L3);2023;10;AI_forecast;AI_P10F;2023;2,17291E+16
Denmark;Pepsi Regular (L3);2023;4;AI_forecast;AI_P03F;2023;1,94695E+16
Norway;Pepsi Max (L3);2024;5;AI_forecast;AI_P03F;2023;2,42084E+14
Portugal;Pepsi Regular (L3);2024;4;AI_forecast;AI_PF;2023;9,09982E+14
Hungary;Pepsi Max (L3);2025;1;AI_forecast;AI_P09F;2023;5,46033E+15
Great Britain;Lipton (L3);2024;12;AI_forecast;AI_P11F;2023;6,00152E+15
Netherlands;Pepsi Max (L3);2024;3;AI_forecast;AI_P03F;2023;1,01968E+16
Norway;Pepsi Regular (L3);2024;4;AI_forecast;AI_P12F;2023;3,4869E+16
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P11F;2023;2,28236E+15
Denmark;Pepsi Max (L3);2024;10;AI_forecast;AI_P10F;2023;1,95751E+16
Great Britain;Pepsi Regular (L3);2023;8;AI_forecast;AI_P03F;2023;1,87939E+16
Great Britain;7up Free (L3);2025;1;AI_forecast;AI_P10F;2023;1,91724E+16
Netherlands;Mountain Dew (L3);2024;1;AI_forecast;AI_PF;2023;0
Czech;Pepsi Regular (L3);2024;9;AI_forecast;AI_P12F;2023;1,05059E+16
Norway;Pepsi Regular (L3);2024;1;AI_forecast;AI_P07F;2023;2,1232E+15
Denmark;Mountain Dew (L3);2024;3;AI_forecast;AI_P07F;2023;3,7841E+15
Norway;7up Free (L3);2024;11;AI_forecast;AI_P09F;2023;4352253359978320,00
Great Britain;Pepsi Regular (L3);2024;4;AI_forecast;AI_P04F;2023;1,01813E+16
Denmark;Pepsi Max (L3);2023;12;AI_forecast;AI_P04F;2023;1,94677E+16
Czech;Lipton (L3);2023;10;AI_forecast;AI_P07F;2023;2,76224E+14
Denmark;Pepsi Max (L3);2024;2;AI_forecast;AI_P09F;2023;2,02957E+16
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P05F;2023;2,41136E+15
Great Britain;7up (L3);2024;9;AI_forecast;AI_P04F;2023;6,02767E+15
Netherlands;Pepsi Regular (L3);2023;11;AI_forecast;AI_P07F;2023;511968058459637,00
Denmark;Pepsi Max (L3);2024;12;AI_forecast;AI_P09F;2023;3,32818E+15
Great Britain;Lipton (L3);2023;7;AI_forecast;AI_P05F;2023;8,34479E+15
Great Britain;Lipton (L3);2024;5;AI_forecast;AI_P08F;2023;7,03892E+15
Czech;Mountain Dew (L3);2023;7;AI_forecast;AI_P02F;2023;9,08631E+15
Netherlands;Pepsi Max (L3);2023;7;AI_forecast;AI_P04F;2023;8,09747E+15
Norway;Mountain Dew (L3);2024;10;AI_forecast;AI_P11F;2023;1,62335E+16
Hungary;Lipton (L3);2023;12;AI_forecast;AI_PF;2023;2,83087E+16
Hungary;Lipton (L3);2024;10;AI_forecast;AI_P11F;2023;3,28068E+15
Portugal;Pepsi Regular (L3);2025;4;AI_forecast;AI_P11F;2023;1,79442E+15
Spain;Pepsi Regular (L3);2024;5;AI_forecast;AI_P08F;2023;1,29802E+16
Great Britain;Pepsi Max (L3);2023;7;AI_forecast;AI_PF;2023;1,21931E+23
Norway;7up Free (L3);2024;2;AI_forecast;AI_P02F;2023;4,26277E+15
Great Britain;Lipton (L3);2025;2;AI_forecast;AI_P10F;2023;7,17289E+15
Hungary;Pepsi Regular (L3);2023;12;AI_forecast;AI_P06F;2023;1,29673E+16
Netherlands;Pepsi Max (L3);2024;7;AI_forecast;AI_P02F;2023;8,04814E+15
Netherlands;Pepsi Max (L3);2024;5;AI_forecast;AI_P05F;2023;8,17123E+15
Netherlands;Pepsi Max (L3);2023;10;AI_forecast;AI_P07F;2023;1,01874E+16
Spain;Pepsi Regular (L3);2024;1;AI_forecast;AI_P12F;2023;1,08946E+16
Norway;Pepsi Max (L3);2024;1;AI_forecast;AI_P08F;2023;2,37134E+15
Norway;Pepsi Max (L3);2024;2;AI_forecast;AI_P05F;2023;2,34225E+16
Netherlands;Lipton (L3);2024;8;AI_forecast;AI_P10F;2023;2,03211E+16
Netherlands;Mountain Dew (L3);2024;4;AI_forecast;AI_P10F;2023;0
Hungary;7up Free (L3);2025;1;AI_forecast;AI_P10F;2023;1,03401E+16
Spain;7up (L3);2024;6;AI_forecast;AI_P08F;2023;8,83766E+15
Spain;7up (L3);2024;4;AI_forecast;AI_P10F;2023;5,05472E+16
Netherlands;Pepsi Regular (L3);2023;10;AI_forecast;AI_P09F;2023;5,65485E+14
Great Britain;Lipton (L3);2023;7;AI_forecast;AI_PF;2023;7,90709E+15
Denmark;Pepsi Regular (L3);2023;8;AI_forecast;AI_P02F;2023;1,95016E+15
Portugal;Pepsi Max (L3);2024;1;AI_forecast;AI_P06F;2023;2,01619E+16
Spain;7up (L3);2023;11;AI_forecast;AI_PF;2023;31428359340222200,00
Czech;Mountain Dew (L3);2024;2;AI_forecast;AI_P06F;2023;7,3938E+15
Denmark;Pepsi Max (L3);2024;11;AI_forecast;AI_P09F;2023;3731405343560920,00
Spain;Pepsi Max (L3);2024;4;AI_forecast;AI_P12F;2023;1,20946E+16
Great Britain;7up Free (L3);2023;4;AI_forecast;AI_P04F;2023;1,39821E+16
Great Britain;Mountain Dew (L3);2024;9;AI_forecast;AI_P09F;2023;1,78033E+16
Netherlands;Pepsi Max (L3);2024;2;AI_forecast;AI_P07F;2023;7,0021E+15
Norway;Pepsi Max (L3);2024;4;AI_forecast;AI_P10F;2023;2,15938E+15
Netherlands;7up (L3);2023;6;AI_forecast;AI_P06F;2023;1,38886E+15
Portugal;Pepsi Max (L3);2024;9;AI_forecast;AI_P12F;2023;2,14427E+16
Norway;7up Free (L3);2024;10;AI_forecast;AI_P12F;2023;4,85961E+15
Hungary;Pepsi Max (L3);2024;7;AI_forecast;AI_P05F;2023;4,45751E+14
Netherlands;Pepsi Regular (L3);2023;8;AI_forecast;AI_P02F;2023;6,46453E+15
Denmark;Pepsi Max (L3);2024;7;AI_forecast;AI_P07F;2023;2,33868E+16
Czech;Pepsi Max (L3);2023;11;AI_forecast;AI_P08F;2023;39578772264894200,00
Hungary;Pepsi Regular (L3);2024;9;AI_forecast;AI_P12F;2023;1,23931E+16
Spain;Lipton (L3);2024;5;AI_forecast;AI_P07F;2023;1,2354E+16
Norway;Pepsi Regular (L3);2023;8;AI_forecast;AI_P04F;2023;4,50068E+16
Portugal;7up Free (L3);2025;2;AI_forecast;AI_P10F;2023;1,10279E+16
Italy;Pepsi Regular (L3);2023;9;AI_forecast;AI_P09F;2023;1,69181E+16
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_P11F;2023;2,68305E+16
Hungary;Mountain Dew (L3);2025;1;AI_forecast;AI_P12F;2023;4,29949E+15
Great Britain;Lipton (L3);2024;7;AI_forecast;AI_P05F;2023;7,95791E+15
Czech;Mountain Dew (L3);2024;4;AI_forecast;AI_P02F;2023;8,04478E+14
Spain;7up Free (L3);2024;12;AI_forecast;AI_P09F;2023;8,6481E+15
Norway;Pepsi Max (L3);2024;7;AI_forecast;AI_P04F;2023;2,65826E+16
Italy;7up (L3);2023;2;AI_forecast;AI_P02F;2023;1,33194E+16
Hungary;Lipton (L3);2025;2;AI_forecast;AI_P12F;2023;1,61537E+15
Hungary;Pepsi Max (L3);2024;9;AI_forecast;AI_P09F;2023;5,7282E+14
Great Britain;Pepsi Regular (L3);2024;4;AI_forecast;AI_P10F;2023;1,2846E+15
Great Britain;Lipton (L3);2024;10;AI_forecast;AI_P05F;2023;7,31269E+15
Great Britain;Mountain Dew (L3);2023;9;AI_forecast;AI_P02F;2023;2,16184E+15
Spain;Pepsi Regular (L3);2024;11;AI_forecast;AI_P06F;2023;23979511976112100,00
Hungary;Lipton (L3);2024;10;AI_forecast;AI_P06F;2023;3,32463E+15
Hungary;Pepsi Max (L3);2024;10;AI_forecast;AI_P07F;2023;4,24126E+16
Denmark;7up Free (L3);2025;2;AI_forecast;AI_P12F;2023;2,36545E+15
Denmark;7up Free (L3);2023;9;AI_forecast;AI_P06F;2023;1,38484E+16
Hungary;Pepsi Max (L3);2023;12;AI_forecast;AI_P05F;2023;4,95603E+16
Hungary;7up Free (L3);2025;2;AI_forecast;AI_P11F;2023;3,91909E+16
Czech;7up (L3);2024;4;AI_forecast;AI_P08F;2023;5,56685E+16
Norway;Mountain Dew (L3);2023;5;AI_forecast;AI_P03F;2023;1,149E+16
Netherlands;7up (L3);2023;12;AI_forecast;AI_P06F;2023;1,2933E+16
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_P08F;2023;2,43119E+15
Hungary;Pepsi Regular (L3);2024;6;AI_forecast;AI_P12F;2023;1,29714E+16
Great Britain;Mountain Dew (L3);2024;1;AI_forecast;AI_P09F;2023;1,47091E+16
Great Britain;7up Free (L3);2024;6;AI_forecast;AI_P06F;2023;1,11164E+16
Norway;Mountain Dew (L3);2024;9;AI_forecast;AI_P12F;2023;6,94862E+15
Netherlands;Lipton (L3);2023;10;AI_forecast;AI_P06F;2023;1,60835E+16
Great Britain;Lipton (L3);2023;12;AI_forecast;AI_P02F;2023;6,01914E+15
Great Britain;Pepsi Regular (L3);2024;1;AI_forecast;AI_P02F;2023;5,56204E+15
Great Britain;Lipton (L3);2023;11;AI_forecast;AI_P04F;2023;5733765191426340,00
Denmark;Pepsi Max (L3);2024;1;AI_forecast;AI_P12F;2023;1,9797E+16
Great Britain;Lipton (L3);2025;2;AI_forecast;AI_P09F;2023;7,46029E+15
Norway;Mountain Dew (L3);2023;5;AI_forecast;AI_P05F;2023;1,10534E+16
Great Britain;7up (L3);2024;4;AI_forecast;AI_P02F;2023;2,42161E+16
Italy;7up (L3);2024;7;AI_forecast;AI_P03F;2023;2,61336E+15
Czech;Pepsi Regular (L3);2023;6;AI_forecast;AI_P04F;2023;1,25169E+16
Norway;Pepsi Max (L3);2024;3;AI_forecast;AI_P10F;2023;2,50729E+16
Italy;7up (L3);2023;11;AI_forecast;AI_P03F;2023;21883786930455400,00
Great Britain;7up Free (L3);2023;7;AI_forecast;AI_P05F;2023;1,83651E+16
Great Britain;Mountain Dew (L3);2023;7;AI_forecast;AI_P03F;2023;1,89924E+15
Denmark;Pepsi Regular (L3);2023;10;AI_forecast;AI_P08F;2023;1,96575E+16
Norway;Pepsi Max (L3);2024;2;AI_forecast;AI_P03F;2023;2,39771E+16
Portugal;7up Free (L3);2023;11;AI_forecast;AI_P08F;2023;11060619689108700,00
Portugal;7up Free (L3);2023;6;AI_forecast;AI_P06F;2023;1,25281E+16
Netherlands;Pepsi Regular (L3);2024;3;AI_forecast;AI_P08F;2023;4,71679E+16
Hungary;7up Free (L3);2024;10;AI_forecast;AI_P05F;2023;1,82398E+14
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_P06F;2023;2,39681E+15
